"","feature","enrich_group","ef_lda","pvalue","padj"
"marker44","k__Bacteria|p__Tenericutes|c__Erysipelotrichi|o__Erysipelotrichi_Erysipelotrichales|f__Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae|g__Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium","Healthy",3.48863670969912,0.0191102758401907,0.0191102758401907
"marker45","k__Bacteria|p__Actinobacteria|c__Actinobacteria (class)|o__Coriobacteriales","Healthy",3.45126505396873,1.82680646791575e-06,1.82680646791575e-06
"marker46","k__Bacteria|p__Actinobacteria|c__Actinobacteria (class)|o__Coriobacteriales|f__Coriobacteriaceae","Healthy",3.43931753036134,2.78815214444642e-06,2.78815214444642e-06
"marker47","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus","Healthy",3.42683832588008,0.00941991403057744,0.00941991403057744
"marker48","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter","Healthy",3.42546380244619,0.039013559315871,0.039013559315871
"marker49","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_s__","Healthy",3.42546380244619,0.039013559315871,0.039013559315871
"marker50","k__Bacteria|p__Actinobacteria","Healthy",3.42538741886546,0.000421106519641849,0.000421106519641849
"marker51","k__Bacteria|p__Actinobacteria|c__Actinobacteria (class)","Healthy",3.42538741886546,0.000421106519641849,0.000421106519641849
"marker52","k__Bacteria|p__Tenericutes|c__Erysipelotrichi|o__Erysipelotrichi_Erysipelotrichales|f__Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae|g__Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium|s__Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Clostridium_s__","Healthy",3.39632470031499,0.00379298378929627,0.00379298378929627
"marker53","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia","Healthy",3.38425644173631,0.00143299010321556,0.00143299010321556
"marker54","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_Ruminococcus|s__Lachnospiraceae_Ruminococcus_s__","Healthy",3.35527896393261,0.0173872713269195,0.0173872713269195
"marker55","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_s__","Healthy",3.34112342030841,0.0187022408945207,0.0187022408945207
"marker56","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_Eubacterium","Healthy",3.34032480336964,0.020521001821658,0.020521001821658
"marker57","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_Eubacterium|s__Ruminococcaceae_Eubacterium_s__","Healthy",3.34032480336964,0.020521001821658,0.020521001821658
"marker58","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_o__|f__Alphaproteobacteria_o___f__|g__Alphaproteobacteria_o___f___g__|s__Alphaproteobacteria_o___f___g___s__","Healthy",3.26213170590271,0.0469753862210578,0.0469753862210578
"marker59","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_o__|f__Alphaproteobacteria_o___f__|g__Alphaproteobacteria_o___f___g__","Healthy",3.261740791203,0.0469753862210578,0.0469753862210578
"marker60","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_s__","Healthy",3.25862279700244,0.00703542514393901,0.00703542514393901
"marker61","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_o__|f__Alphaproteobacteria_o___f__","Healthy",3.25824789077225,0.0469753862210578,0.0469753862210578
"marker62","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_g__","Healthy",3.25786470407794,0.0229324542873943,0.0229324542873943
"marker63","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_g__|s__Porphyromonadaceae_g___s__","Healthy",3.25786470407794,0.0229324542873943,0.0229324542873943
"marker64","k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_o__","Healthy",3.25574393922363,0.0469753862210578,0.0469753862210578
